ZONE,FLR,UNIT,BLDG-UNIT,TYPE,LOCATION CODE,UNIT TYPE,UNIT AREA,"ACCOUNT
STATUS",FACING
LOW,16,42,TOWER 1 16-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,16,44,TOWER 1 16-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,16,46,TOWER 1 16-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,16,50,TOWER 1 16-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,16,52,TOWER 1 16-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,16,82,TOWER 1 16-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,83,TOWER 1 16-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,84,TOWER 1 16-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,85,TOWER 1 16-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,87,TOWER 1 16-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,89,TOWER 1 16-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,90,TOWER 1 16-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,16,91,TOWER 1 16-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,16,92,TOWER 1 16-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,93,TOWER 1 16-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,94,TOWER 1 16-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,95,TOWER 1 16-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,96,TOWER 1 16-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,97,TOWER 1 16-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,99,TOWER 1 16-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,16,108,TOWER 1 16-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,16,110,TOWER 1 16-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,16,112,TOWER 1 16-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,16,114,TOWER 1 16-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,16,116,TOWER 1 16-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,16,118,TOWER 1 16-118,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,16,120,TOWER 1 16-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,16,122,TOWER 1 16-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,16,124,TOWER 1 16-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,17,36,TOWER 1 17-36,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,17,38,TOWER 1 17-38,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,17,40,TOWER 1 17-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,17,42,TOWER 1 17-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,17,44,TOWER 1 17-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,17,46,TOWER 1 17-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,17,48,TOWER 1 17-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,17,50,TOWER 1 17-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,17,52,TOWER 1 17-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,17,82,TOWER 1 17-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,83,TOWER 1 17-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,84,TOWER 1 17-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,85,TOWER 1 17-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,86,TOWER 1 17-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,87,TOWER 1 17-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,89,TOWER 1 17-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,90,TOWER 1 17-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,17,91,TOWER 1 17-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,17,92,TOWER 1 17-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,93,TOWER 1 17-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,94,TOWER 1 17-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,95,TOWER 1 17-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,96,TOWER 1 17-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,97,TOWER 1 17-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,98,TOWER 1 17-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,99,TOWER 1 17-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,17,108,TOWER 1 17-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,17,110,TOWER 1 17-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,17,112,TOWER 1 17-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,17,114,TOWER 1 17-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,17,116,TOWER 1 17-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,17,118,TOWER 1 17-118,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,17,120,TOWER 1 17-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,17,122,TOWER 1 17-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,17,124,TOWER 1 17-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,18,36,TOWER 1 18-36,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,18,40,TOWER 1 18-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,18,42,TOWER 1 18-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,18,44,TOWER 1 18-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,18,46,TOWER 1 18-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,18,48,TOWER 1 18-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,18,52,TOWER 1 18-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,18,82,TOWER 1 18-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,83,TOWER 1 18-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,84,TOWER 1 18-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,85,TOWER 1 18-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,87,TOWER 1 18-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,89,TOWER 1 18-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,91,TOWER 1 18-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,18,92,TOWER 1 18-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,93,TOWER 1 18-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,95,TOWER 1 18-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,96,TOWER 1 18-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,98,TOWER 1 18-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,18,108,TOWER 1 18-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,18,110,TOWER 1 18-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,18,112,TOWER 1 18-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,18,114,TOWER 1 18-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,18,116,TOWER 1 18-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,18,120,TOWER 1 18-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,18,122,TOWER 1 18-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,18,124,TOWER 1 18-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
MID,19,4,TOWER 1 19-4,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,19,7,TOWER 1 19-7,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,19,8,TOWER 1 19-8,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
MID,19,10,TOWER 1 19-10,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
MID,19,12,TOWER 1 19-12,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
MID,19,13,TOWER 1 19-13,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,19,14,TOWER 1 19-14,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
MID,19,17,TOWER 1 19-17,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,19,20,TOWER 1 19-20,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
MID,19,22,TOWER 1 19-22,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
MID,19,24,TOWER 1 19-24,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
MID,19,26,TOWER 1 19-26,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
MID,19,32,TOWER 1 19-32,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,
MID,19,35,TOWER 1 19-35,RESIDENTIAL,Studio - Outer,STUDIO,13.67,FRESH,Ignacio Diaz
MID,19,36,TOWER 1 19-36,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,38,TOWER 1 19-38,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,39,TOWER 1 19-39,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,19,40,TOWER 1 19-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,41,TOWER 1 19-41,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,19,42,TOWER 1 19-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,43,TOWER 1 19-43,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
MID,19,44,TOWER 1 19-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
MID,19,45,TOWER 1 19-45,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,19,46,TOWER 1 19-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,47,TOWER 1 19-47,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,19,48,TOWER 1 19-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,49,TOWER 1 19-49,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,19,50,TOWER 1 19-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,52,TOWER 1 19-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,54,TOWER 1 19-54,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,19,55,TOWER 1 19-55,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
MID,19,57,TOWER 1 19-57,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,59,TOWER 1 19-59,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,Ignacio Diaz
MID,19,62,TOWER 1 19-62,RESIDENTIAL,Studio - Outer,STUDIO,12.47,FRESH,PYP
MID,19,63,TOWER 1 19-63,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
MID,19,64,TOWER 1 19-64,RESIDENTIAL,Studio - Outer,STUDIO,12.25,FRESH,PYP
MID,19,65,TOWER 1 19-65,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
MID,19,66,TOWER 1 19-66,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,19,67,TOWER 1 19-67,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
MID,19,68,TOWER 1 19-68,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,19,69,TOWER 1 19-69,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
MID,19,70,TOWER 1 19-70,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,19,71,TOWER 1 19-71,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,19,72,TOWER 1 19-72,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,19,73,TOWER 1 19-73,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,19,74,TOWER 1 19-74,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,19,75,TOWER 1 19-75,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
MID,19,76,TOWER 1 19-76,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,19,78,TOWER 1 19-78,RESIDENTIAL,Studio - Outer,STUDIO,12.25,FRESH,PYP
MID,19,79,TOWER 1 19-79,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
MID,19,80,TOWER 1 19-80,RESIDENTIAL,Studio - Outer,STUDIO,12.47,FRESH,PYP
MID,19,81,TOWER 1 19-81,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
MID,19,82,TOWER 1 19-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,83,TOWER 1 19-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,84,TOWER 1 19-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,85,TOWER 1 19-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,86,TOWER 1 19-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,87,TOWER 1 19-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,88,TOWER 1 19-88,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,89,TOWER 1 19-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,90,TOWER 1 19-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
MID,19,91,TOWER 1 19-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
MID,19,92,TOWER 1 19-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,93,TOWER 1 19-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,94,TOWER 1 19-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,95,TOWER 1 19-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,96,TOWER 1 19-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,97,TOWER 1 19-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,98,TOWER 1 19-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,99,TOWER 1 19-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
MID,19,103,TOWER 1 19-103,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,
MID,19,104,TOWER 1 19-104,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
MID,19,105,TOWER 1 19-105,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
MID,19,106,TOWER 1 19-106,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
MID,19,108,TOWER 1 19-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
MID,19,110,TOWER 1 19-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
MID,19,112,TOWER 1 19-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
MID,19,114,TOWER 1 19-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
MID,19,116,TOWER 1 19-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
MID,19,118,TOWER 1 19-118,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
MID,19,120,TOWER 1 19-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
MID,19,121,TOWER 1 19-121,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
MID,19,122,TOWER 1 19-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
MID,19,123,TOWER 1 19-123,RESIDENTIAL,Studio - Outer,STUDIO,12.56,FRESH,Samson
MID,19,124,TOWER 1 19-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
MID,19,125,TOWER 1 19-125,RESIDENTIAL,Studio - Outer,STUDIO,13.67,FRESH,Samson
MID,20,2,TOWER 1 20-2,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,
MID,20,5,TOWER 1 20-5,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,7,TOWER 1 20-7,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,9,TOWER 1 20-9,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,10,TOWER 1 20-10,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
MID,20,12,TOWER 1 20-12,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
MID,20,13,TOWER 1 20-13,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,14,TOWER 1 20-14,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
MID,20,16,TOWER 1 20-16,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,19,TOWER 1 20-19,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,20,TOWER 1 20-20,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
MID,20,21,TOWER 1 20-21,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,22,TOWER 1 20-22,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
MID,20,23,TOWER 1 20-23,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,24,TOWER 1 20-24,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
MID,20,26,TOWER 1 20-26,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
MID,20,27,TOWER 1 20-27,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,29,TOWER 1 20-29,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
MID,20,31,TOWER 1 20-31,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,
MID,20,32,TOWER 1 20-32,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,
MID,20,35,TOWER 1 20-35,RESIDENTIAL,Studio - Outer,STUDIO,13.67,FRESH,Ignacio Diaz
MID,20,36,TOWER 1 20-36,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,38,TOWER 1 20-38,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,39,TOWER 1 20-39,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,40,TOWER 1 20-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,41,TOWER 1 20-41,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,42,TOWER 1 20-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,43,TOWER 1 20-43,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
MID,20,44,TOWER 1 20-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
MID,20,45,TOWER 1 20-45,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,46,TOWER 1 20-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,47,TOWER 1 20-47,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,48,TOWER 1 20-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,49,TOWER 1 20-49,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,50,TOWER 1 20-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,51,TOWER 1 20-51,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,52,TOWER 1 20-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,53,TOWER 1 20-53,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,54,TOWER 1 20-54,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,56,TOWER 1 20-56,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,57,TOWER 1 20-57,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,58,TOWER 1 20-58,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
MID,20,59,TOWER 1 20-59,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,Ignacio Diaz
MID,20,61,TOWER 1 20-61,RESIDENTIAL,1BR - Outer,1BR,28.32,FRESH,
MID,20,62,TOWER 1 20-62,RESIDENTIAL,Studio - Outer,STUDIO,12.47,FRESH,PYP
MID,20,63,TOWER 1 20-63,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
MID,20,64,TOWER 1 20-64,RESIDENTIAL,Studio - Outer,STUDIO,12.25,FRESH,PYP
MID,20,65,TOWER 1 20-65,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
MID,20,66,TOWER 1 20-66,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,20,67,TOWER 1 20-67,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
MID,20,68,TOWER 1 20-68,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,20,69,TOWER 1 20-69,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
MID,20,70,TOWER 1 20-70,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,20,71,TOWER 1 20-71,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,20,72,TOWER 1 20-72,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,20,73,TOWER 1 20-73,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,20,74,TOWER 1 20-74,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
MID,20,75,TOWER 1 20-75,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
MID,20,76,TOWER 1 20-76,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
